ticket_id,subject,body,customer_id,channel,created_at
TCK-2168,Feature request: two-factor authentication via hardware keys,We'd like to use YubiKey hardware tokens for two-factor authentication. Is this on the roadmap?,CUST-267,Web Portal,2026-07-31T13:35:51Z
TCK-2169,How to enable field-level encryption for sensitive data,We store PII in custom fields and need field-level encryption. Is this available on our current plan?,CUST-268,Web Portal,2026-07-29T18:24:57Z
TCK-2170,Double charged during payment method migration,"During migration to new payment method, our account was double charged $649. Both old and new cards were billed.",CUST-269,Slack,2026-07-28T14:07:27Z
TCK-2171,Change email address for primary admin account,Please change email on the primary admin account from admin@old-domain.com to admin@new-domain.com.,CUST-270,Email,2026-07-31T08:59:00Z
TCK-2172,Complete system outage across all regions,"Experiencing full system outage. Dashboard, API, and webhook delivery all non-functional. Started 20 minutes ago.",CUST-271,Slack,2026-07-30T13:13:09Z
TCK-2173,Invoice missing volume discount agreement,Our invoice doesn't reflect the 20% volume discount from contract #CTR-41. Please apply the discount and reissue.,CUST-272,API,2026-07-29T02:06:50Z
TCK-2174,Production API returning 500 error on all endpoints,All production API endpoints returning 500 error since 08:00 UTC. Error trace: NullPointerException in AuthService. Affecting all users.,CUST-273,Phone,2026-07-28T19:58:12Z
TCK-2175,How to set up automated nightly data exports,We want to automatically export all transaction data nightly to our S3 bucket. What's the recommended approach?,CUST-274,Chat,2026-07-30T08:53:41Z
TCK-2176,Training materials for new admin onboarding,Do you have training videos or documentation specifically for platform administrators? We're onboarding 5 new admins.,CUST-275,Phone,2026-07-28T12:23:01Z
TCK-2177,Billing error on multi-seat license invoice #8,"Invoice #8 shows billing error — 50 seats charged but we only have 28 active users. Overcharge of $1,100.",CUST-276,Slack,2026-07-28T12:37:09Z
TCK-2178,Credit card update rejected by payment gateway,Attempting to update our credit card details but getting 'card verification failed' error. Card works fine elsewhere.,CUST-277,API,2026-07-31T15:38:18Z
TCK-2179,Admin account locked after MFA device replacement,Replaced my phone and now admin account locked because MFA codes don't match. Need account recovery.,CUST-278,Monitoring,2026-07-30T10:20:42Z
TCK-2180,Feature request: mobile push notifications for critical alerts,We currently only get email alerts. Need mobile push notifications for critical severity events.,CUST-279,Web Portal,2026-07-29T05:25:47Z
TCK-2181,Account locked due to suspicious activity alert,Received 'suspicious activity' notification and now account locked. I was just traveling and using a VPN.,CUST-280,Slack,2026-07-30T15:04:46Z
TCK-2182,How to set up webhook event filtering,We want to only receive 'order.completed' and 'order.refunded' webhook events. Where do we configure event filtering?,CUST-281,Web Portal,2026-07-29T15:39:33Z
TCK-2183,Payment failed three times this week,Our scheduled payment failed again today — third time this week. Error: 'processor declined'. Need alternative payment method.,CUST-282,Web Portal,2026-07-31T07:07:24Z
TCK-2184,How to set up webhook event filtering,We want to only receive 'order.completed' and 'order.refunded' webhook events. Where do we configure event filtering?,CUST-283,Email,2026-07-28T13:40:17Z
TCK-2185,Question about sandbox environment for testing,Is there a sandbox or staging environment we can use for testing integrations without affecting production data?,CUST-284,Monitoring,2026-07-30T08:42:43Z
TCK-2186,Credit card expiry causing service interruption warning,Received warning that our credit card on file expires next week. Unable to update through the billing portal.,CUST-285,Phone,2026-07-28T11:22:41Z
TCK-2187,Feature request: multi-language support for help center,Our customers span 12 countries. We need the help center and in-app tooltips localized in at least 5 languages.,CUST-286,Mobile App,2026-07-29T22:12:43Z
TCK-2188,How to set up webhook event filtering,We want to only receive 'order.completed' and 'order.refunded' webhook events. Where do we configure event filtering?,CUST-287,Phone,2026-07-30T12:24:04Z
TCK-2189,How to configure custom email templates for notifications,We want to customize the email notification templates with our company branding and footer links.,CUST-288,Slack,2026-07-29T15:19:08Z
TCK-2190,Account locked due to suspicious activity alert,Received 'suspicious activity' notification and now account locked. I was just traveling and using a VPN.,CUST-289,Slack,2026-07-29T09:23:57Z
TCK-2191,Inquiry about professional services and implementation support,We're a 500-person org starting a platform rollout. Do you offer professional services for implementation?,CUST-290,API,2026-07-30T06:22:00Z
TCK-2192,UI alignment bug on settings page in Firefox,There's a CSS bug causing the user settings panel to overlap the navigation bar in Firefox 120+. Screenshots attached.,CUST-291,API,2026-07-31T10:02:53Z
TCK-2193,Feature request: GraphQL API endpoint support,Our frontend team prefers GraphQL over REST. Are there plans to offer a GraphQL API endpoint?,CUST-292,Web Portal,2026-07-28T11:00:34Z
TCK-2194,Credit card update rejected by payment gateway,Attempting to update our credit card details but getting 'card verification failed' error. Card works fine elsewhere.,CUST-293,Phone,2026-07-30T17:53:15Z
TCK-2195,Billing error on multi-seat license invoice #14,"Invoice #14 shows billing error — 50 seats charged but we only have 28 active users. Overcharge of $1,100.",CUST-294,Web Portal,2026-07-29T13:55:50Z
TCK-2196,Question about API versioning and deprecation policy,We're integrating v2 API. What is your API versioning strategy and deprecation timeline for v1 endpoints?,CUST-295,API,2026-07-28T13:09:18Z
TCK-2197,Password reset not working with new email domain,Company changed email domains. Password reset sends to old @oldcorp.com address instead of @newcorp.com.,CUST-296,Monitoring,2026-07-29T18:39:25Z
TCK-2198,Need to change email for billing notifications,Please change email for billing notifications from finance@acme.com to accounting@acme.com.,CUST-297,Phone,2026-07-30T18:20:27Z
TCK-2199,Feature request: GraphQL API endpoint support,Our frontend team prefers GraphQL over REST. Are there plans to offer a GraphQL API endpoint?,CUST-298,Monitoring,2026-07-28T07:03:46Z
TCK-2200,Unauthorized charge on company corporate card,An unauthorized charge of $899 appeared on our corporate Amex ending in 4001. We did not authorize this transaction.,CUST-299,Slack,2026-07-29T10:34:51Z
TCK-2201,Bulk password reset needed for team migration,Migrating 35 users to new SSO provider. Need bulk password reset for all accounts under org ID ORG-132.,CUST-300,Chat,2026-07-30T09:42:11Z
TCK-2202,API rate limiter bug blocking legitimate requests,Our integration is getting 429 errors despite being well within rate limits. Rate limiter bug confirmed by checking our usage stats.,CUST-301,Chat,2026-07-29T18:06:07Z
TCK-2203,How to configure SAML SSO with Okta,Looking for step-by-step instructions to configure SAML-based SSO with our Okta tenant for 150 users.,CUST-302,Mobile App,2026-07-29T04:45:25Z
TCK-2204,Payment failed three times this week,Our scheduled payment failed again today — third time this week. Error: 'processor declined'. Need alternative payment method.,CUST-303,Slack,2026-07-28T19:17:06Z
TCK-2205,Guidance on implementing custom OAuth2 scopes,We want to define custom OAuth2 scopes for our internal apps. Is this supported and where is it documented?,CUST-304,Slack,2026-07-29T07:39:06Z
TCK-2206,Production API returning 500 error on all endpoints,All production API endpoints returning 500 error since 08:00 UTC. Error trace: NullPointerException in AuthService. Affecting all users.,CUST-305,Chat,2026-07-29T13:50:01Z
TCK-2207,System crash during peak traffic hours,"Platform experienced total system crash at 14:00 UTC during peak load. Auto-recovery failed, manual restart needed.",CUST-306,Monitoring,2026-07-31T12:30:55Z
TCK-2208,Unauthorized charge from cancelled trial account,We cancelled our trial 30 days ago but received an unauthorized charge of $199 on our account this morning.,CUST-307,Phone,2026-07-30T15:30:27Z
TCK-2209,Account locked — exceeded maximum login attempts,My account locked after entering wrong password. The lockout timer seems stuck — it's been 2 hours.,CUST-308,API,2026-07-28T09:12:48Z
TCK-2210,Double charged after failed payment retry,Our payment was double charged after the system retried a declined card. Two charges of $299 posted to Visa ending 0010.,CUST-309,Monitoring,2026-07-30T06:29:51Z
TCK-2211,Change email for compliance audit notifications,Need to change email receiving compliance audit notifications to compliance-team@enterprise.com.,CUST-310,Phone,2026-07-28T18:23:45Z
TCK-2212,Feature request: custom dashboard widgets,Our team would love the ability to create custom dashboard widgets with user-defined KPI metrics.,CUST-311,Monitoring,2026-07-29T21:45:13Z
TCK-2213,Request demo of enterprise analytics module,We're evaluating the enterprise analytics add-on for our 200-person team. Can we schedule a demo?,CUST-312,Slack,2026-07-29T19:50:32Z
TCK-2214,Webhook delivery bug causing missed events,Webhook bug causing approximately 15% of order.completed events to not fire. Retry mechanism also failing.,CUST-313,Monitoring,2026-07-30T06:55:50Z
TCK-2215,Question about connector availability for Salesforce CRM,We use Salesforce as our CRM. Is there a native connector or do we need to build a custom integration?,CUST-314,Slack,2026-07-31T03:04:32Z
TCK-2216,Complete system outage across all regions,"Experiencing full system outage. Dashboard, API, and webhook delivery all non-functional. Started 20 minutes ago.",CUST-315,Chat,2026-07-28T10:46:40Z
TCK-2217,Password reset not working with new email domain,Company changed email domains. Password reset sends to old @oldcorp.com address instead of @newcorp.com.,CUST-316,API,2026-07-30T00:35:53Z
TCK-2218,Feature request: customizable ticket priority matrix,"We want to define our own priority scoring matrix based on customer tier, issue type, and SLA deadlines.",CUST-317,Phone,2026-07-31T03:46:53Z
TCK-2219,Pagination bug skipping records on page 2,Table pagination bug: clicking page 2 skips IDs 51-75 and shows records starting from ID 76.,CUST-318,Email,2026-07-31T09:30:34Z
TCK-2220,Complete system outage across all regions,"Experiencing full system outage. Dashboard, API, and webhook delivery all non-functional. Started 20 minutes ago.",CUST-319,API,2026-07-29T20:24:24Z
TCK-2221,Refund request for duplicate annual subscription,We have two active subscriptions for the same team. Need refund on the duplicate subscription #42.,CUST-320,Phone,2026-07-31T07:45:10Z
TCK-2222,Question about API versioning and deprecation policy,We're integrating v2 API. What is your API versioning strategy and deprecation timeline for v1 endpoints?,CUST-321,Phone,2026-07-28T15:56:59Z
TCK-2223,Need refund for accidental plan upgrade,An admin accidentally upgraded our plan. Requesting immediate refund of the $450 difference charged to our account.,CUST-322,Web Portal,2026-07-30T15:15:49Z
TCK-2224,Documentation unclear on batch import format,The batch import documentation doesn't specify the maximum file size or supported delimiters for TSV files.,CUST-323,Monitoring,2026-07-30T11:23:20Z
TCK-2225,Database outage causing cascading failures,Primary database outage in US-East. All dependent microservices returning errors. Customer-facing impact confirmed.,CUST-324,Monitoring,2026-07-29T02:02:58Z
TCK-2226,Data export bug truncating large CSV files,"When exporting datasets larger than 10K rows, the CSV download bug causes truncation at exactly 9,999 rows.",CUST-325,Web Portal,2026-07-31T12:52:12Z
TCK-2227,API rate limiter bug blocking legitimate requests,Our integration is getting 429 errors despite being well within rate limits. Rate limiter bug confirmed by checking our usage stats.,CUST-326,Email,2026-07-29T07:53:37Z
TCK-2228,Webhook delivery bug causing missed events,Webhook bug causing approximately 15% of order.completed events to not fire. Retry mechanism also failing.,CUST-327,Phone,2026-07-30T18:16:45Z
TCK-2229,Question about API rate limits for enterprise tier,We're planning to make ~50K API calls per hour. What are the rate limits on the Enterprise plan?,CUST-328,API,2026-07-30T07:59:01Z
TCK-2230,Billing error: wrong plan tier pricing applied,"After downgrading to Starter, our invoice still shows Enterprise pricing. This billing error needs immediate correction.",CUST-329,Email,2026-07-29T01:14:24Z
TCK-2231,Account locked after SSO configuration change,Our IT team updated SSO settings and now my account locked out. SAML assertion errors in the login flow.,CUST-330,Web Portal,2026-07-30T18:27:33Z
TCK-2232,Inquiry about partner program and reseller discounts,We're an MSP managing 40+ client accounts. Do you have a partner program with volume discounts?,CUST-331,Chat,2026-07-30T11:34:51Z
TCK-2233,Inquiry about SOC 2 Type II certification,Our procurement team requires SOC 2 Type II compliance documentation before we can sign the enterprise contract.,CUST-332,Phone,2026-07-28T14:33:34Z
TCK-2234,Need password reset for service account,The password reset is needed for service account svc-deploy-112@company.com used in our CI/CD pipeline.,CUST-333,API,2026-07-29T11:29:46Z
TCK-2235,Change email for compliance audit notifications,Need to change email receiving compliance audit notifications to compliance-team@enterprise.com.,CUST-334,Mobile App,2026-07-30T09:27:46Z
TCK-2236,Need refund for accidental plan upgrade,An admin accidentally upgraded our plan. Requesting immediate refund of the $450 difference charged to our account.,CUST-335,Chat,2026-07-29T04:15:53Z
TCK-2237,500 error on checkout flow blocking revenue,Production checkout flow returning 500 error. Zero successful transactions in the last 45 minutes. Revenue impact critical.,CUST-336,Email,2026-07-28T10:12:43Z
TCK-2238,Guidance on implementing custom OAuth2 scopes,We want to define custom OAuth2 scopes for our internal apps. Is this supported and where is it documented?,CUST-337,API,2026-07-30T17:03:03Z
TCK-2239,Bulk password reset needed for team migration,Migrating 35 users to new SSO provider. Need bulk password reset for all accounts under org ID ORG-114.,CUST-338,Monitoring,2026-07-31T12:53:45Z
TCK-2240,Feature request: dark mode for admin console,Our ops team works night shifts and would appreciate a dark mode option for the admin console.,CUST-339,Slack,2026-07-30T13:34:04Z
TCK-2241,Need password reset for service account,The password reset is needed for service account svc-deploy-133@company.com used in our CI/CD pipeline.,CUST-340,API,2026-07-29T16:06:37Z
TCK-2242,Bulk password reset needed for team migration,Migrating 35 users to new SSO provider. Need bulk password reset for all accounts under org ID ORG-121.,CUST-341,Phone,2026-07-29T03:23:48Z
TCK-2243,Payment failed on automatic renewal,Our automatic renewal payment failed with error code PAY-045. Card on file is valid — please retry or send payment link.,CUST-342,Chat,2026-07-28T16:47:05Z
TCK-2244,How to configure IP allowlisting for API access,We need to restrict API access to our office and VPN IP ranges. Where can we set up IP allowlisting?,CUST-343,Phone,2026-07-29T07:43:16Z
TCK-2245,Question about connector availability for Salesforce CRM,We use Salesforce as our CRM. Is there a native connector or do we need to build a custom integration?,CUST-344,Monitoring,2026-07-29T17:44:32Z
TCK-2246,Billing error on enterprise subscription renewal,"Our enterprise plan was renewed at incorrect pricing. The billing error resulted in a $4,200 overcharge on invoice #INV-11.",CUST-345,Web Portal,2026-07-28T09:50:57Z
TCK-2247,Request to change email on team owner account,Our team owner left the company. Need to change email from prev-owner@corp.com to new-owner@corp.com.,CUST-346,Mobile App,2026-07-30T14:04:35Z
TCK-2248,Database outage causing cascading failures,Primary database outage in US-East. All dependent microservices returning errors. Customer-facing impact confirmed.,CUST-347,API,2026-07-29T00:17:12Z
TCK-2249,How to enable field-level encryption for sensitive data,We store PII in custom fields and need field-level encryption. Is this available on our current plan?,CUST-348,Email,2026-07-30T06:13:17Z
TCK-2250,How to integrate with Terraform for infrastructure provisioning,Our DevOps team manages everything via Terraform. Do you publish a Terraform provider for resource management?,CUST-349,Mobile App,2026-07-30T17:24:50Z
